Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Major Concert,Night,41595,Outdoor,48026,71063,9,2026-09-06,7,19.235523,73.065428,1,1,1,1,1,0,1,1,High
Protest/March,Night,310786,Outdoor,310786,466179,0,2026-05-12,8,18.343853,73.109757,0,0,1,1,0,1,1,0,High
Political Rally,Morning,1841014,Outdoor,1378130,736405,2,2026-07-22,41,18.505433,73.312501,0,1,1,1,1,0,1,0,High
Sports Match,Afternoon,76355,Indoor,86278,106466,17,2026-05-18,7,19.237499,73.482856,0,1,1,1,1,0,1,0,High
Protest/March,Morning,442373,Outdoor,442373,663559,0,2026-04-17,8,18.798494,72.954473,0,0,1,1,0,1,1,0,High
Political Rally,Night,62348,Outdoor,65609,99160,13,2026-04-01,8,19.165909,73.622205,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,2015,Outdoor,4999,13872,16,2026-06-26,4,18.476974,73.624414,0,0,0,1,0,0,0,0,Low
Sports Match,Evening,3245,Outdoor,8264,22438,27,2026-06-21,6,18.773683,72.745388,0,0,0,1,0,0,0,0,Low
Protest/March,Afternoon,316357,Outdoor,316357,474535,0,2026-09-06,6,18.781946,72.860396,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,294,Indoor,839,3023,3,2026-04-27,5,18.993301,73.356,0,0,0,0,0,0,0,0,Low
Major Concert,Night,58094,Outdoor,68379,128149,13,2026-09-26,4,18.669331,73.63079,1,1,0,1,1,0,1,1,High
Political Rally,Afternoon,47959,Outdoor,50498,93141,10,2026-04-11,7,18.803802,72.668331,0,1,0,1,1,0,1,0,Medium
Private Function,Night,1375,Outdoor,2318,6011,7,2026-09-26,3,18.685445,72.517632,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,23008,Outdoor,23733,40593,4,2026-06-10,5,19.362745,73.818835,0,1,1,1,0,0,1,0,High
Sports Match,Morning,3974,Outdoor,7466,16455,24,2026-04-15,5,19.200386,72.93026,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,48115,Outdoor,56662,80928,11,2026-09-11,4,19.005347,72.683752,1,0,1,1,1,0,1,0,Medium
Major Concert,Evening,12077,Indoor,13423,20218,4,2026-07-29,6,18.23759,73.337467,0,1,1,1,0,0,1,1,Medium
Sports Match,Night,5142,Outdoor,15023,39176,50,2026-08-18,2,18.015486,73.349437,0,1,0,1,0,0,0,0,Low
Private Function,Night,685,Outdoor,1426,5677,4,2026-05-31,2,19.313366,72.999242,0,0,0,0,0,0,1,0,Low
Major Concert,Morning,69771,Outdoor,77634,108569,15,2026-07-15,5,18.033533,73.834289,1,1,1,1,1,0,1,1,Medium
Major Concert,Night,18511,Indoor,20362,20362,2,2026-05-25,3,18.72281,73.295214,1,1,1,1,0,0,1,1,High
Private Function,Afternoon,391,Indoor,989,3318,3,2026-09-28,5,18.186168,73.68403,0,1,0,0,0,0,1,0,Low
Sports Match,Morning,27651,Indoor,28985,54627,5,2026-04-19,8,19.141026,73.224761,0,0,1,1,0,0,1,0,Medium
Major Concert,Morning,8637,Indoor,9500,9500,2,2026-06-26,4,18.383774,73.387346,1,1,1,1,0,0,0,1,High
Private Function,Afternoon,1133,Outdoor,2616,5736,8,2026-04-02,5,19.178086,72.603592,0,1,0,0,0,0,0,0,Low
Sports Match,Night,6750,Outdoor,14516,57939,48,2026-09-08,6,18.656137,73.292899,0,0,0,1,0,0,1,0,Low
Protest/March,Morning,212140,Outdoor,212140,318210,0,2026-09-10,5,18.782054,72.723129,0,0,1,1,0,1,1,0,High
Sports Match,Evening,8299,Outdoor,20846,68440,69,2026-06-13,5,18.987905,72.960789,0,1,0,1,0,0,0,0,Low
Political Rally,Morning,46367,Indoor,46933,72186,9,2026-08-03,8,19.375553,72.893356,0,0,1,1,1,0,1,0,Medium
Sports Match,Morning,19602,Indoor,20378,31693,4,2026-07-08,5,19.265767,72.825669,0,1,0,1,0,0,1,0,Medium
Protest/March,Evening,306324,Outdoor,306324,459486,0,2026-09-08,9,18.061468,72.758531,0,0,1,1,0,1,1,0,High
Major Concert,Night,47970,Outdoor,55573,89965,11,2026-07-10,7,18.042004,73.1624,1,0,0,1,1,0,1,1,Medium
Private Function,Night,639,Indoor,1089,4072,3,2026-09-23,2,18.00926,73.491151,0,0,0,0,0,0,1,0,Low
Sports Match,Evening,8136,Outdoor,20611,76886,68,2026-09-08,5,18.140146,73.088202,0,0,0,1,0,0,0,0,Low
Protest/March,Morning,388693,Outdoor,388693,583039,0,2026-05-20,6,19.084287,72.867704,0,0,1,1,0,1,1,0,High
Sports Match,Evening,32429,Outdoor,35680,48812,7,2026-07-15,5,18.878351,73.2331,1,1,0,1,1,0,1,0,Medium
Major Concert,Evening,12285,Indoor,13513,13513,2,2026-09-21,4,18.72476,72.665176,1,1,0,1,0,0,1,1,High
Protest/March,Morning,410659,Outdoor,410659,615988,0,2026-07-31,8,19.140115,73.47144,0,0,1,1,0,1,1,0,High
Private Function,Night,609,Outdoor,1091,3100,3,2026-08-26,5,18.335501,73.727757,0,0,0,0,0,0,1,0,Low
Private Function,Evening,1418,Outdoor,4222,11601,14,2026-06-22,2,18.701724,73.563584,0,1,0,0,0,0,1,0,Medium
Major Concert,Night,13746,Indoor,15120,15120,2,2026-06-15,3,18.4975,72.745324,1,1,1,1,0,0,1,1,High
Sports Match,Evening,59894,Indoor,62348,100020,12,2026-04-05,5,18.503504,72.770356,0,1,1,1,1,0,1,0,Medium
Political Rally,Night,1138932,Outdoor,983383,455572,1,2026-05-17,66,19.38906,73.080069,0,1,0,1,1,0,1,0,High
Private Function,Night,625,Indoor,1411,3696,4,2026-08-03,5,18.346989,73.149493,0,1,0,0,0,0,1,0,Medium
Private Function,Night,233,Outdoor,674,1856,3,2026-06-21,6,18.163826,73.414512,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,1297,Outdoor,2272,5450,7,2026-04-14,2,19.042641,72.937844,0,0,0,0,0,0,1,0,Low
Private Function,Evening,517,Indoor,829,1711,3,2026-07-12,2,18.365438,73.858805,0,0,0,0,0,0,0,0,Low
Major Concert,Night,5671,Indoor,6238,6238,2,2026-07-07,3,18.131437,73.672355,1,1,1,1,0,0,0,1,High
Political Rally,Afternoon,14355,Outdoor,14968,25218,4,2026-05-12,5,19.497181,73.191926,1,1,0,1,0,0,1,0,Medium
Political Rally,Evening,37331,Indoor,40466,56040,8,2026-06-24,3,19.219751,73.774419,0,1,1,1,1,0,1,0,Medium
Private Function,Night,231,Outdoor,422,1502,3,2026-07-31,6,19.007318,72.561297,0,0,0,0,0,0,1,0,Medium
Protest/March,Morning,247069,Outdoor,247069,370603,0,2026-06-23,4,18.454385,72.859817,0,0,1,1,0,1,1,0,High
Major Concert,Evening,43678,Indoor,46511,69458,9,2026-04-18,5,19.272649,73.836773,0,0,1,1,1,0,1,1,Medium
Mega Religious Gathering,Evening,740540,Outdoor,547085,296216,1,2026-09-08,49,18.424443,72.853874,0,1,1,1,0,1,1,0,High
Political Rally,Evening,70997,Indoor,71451,132450,14,2026-05-04,5,18.279322,73.581668,0,1,0,1,1,0,1,0,Medium
Protest/March,Night,415641,Outdoor,415641,623461,0,2026-05-11,10,19.0134,73.67656,0,0,1,1,0,1,1,0,High
Political Rally,Night,1597889,Outdoor,1146220,639155,3,2026-04-14,56,18.372294,72.988186,0,1,0,1,1,0,1,0,High
Sports Match,Night,6820,Outdoor,16351,55718,54,2026-07-31,6,19.158639,73.508907,0,0,0,1,0,0,1,0,Low
Sports Match,Evening,51738,Indoor,53964,69570,10,2026-07-17,4,18.702704,72.849039,0,1,1,1,1,0,1,0,High
Sports Match,Morning,12767,Outdoor,14682,24271,4,2026-05-29,8,18.872277,72.933305,0,1,0,1,0,0,1,0,Medium
Protest/March,Afternoon,330331,Outdoor,330331,495496,0,2026-05-24,4,19.060827,72.83549,0,0,1,1,0,1,1,0,High
Major Concert,Evening,31255,Indoor,32159,63433,6,2026-08-14,5,18.160232,73.431634,0,1,1,1,1,0,1,1,Medium
Sports Match,Morning,66650,Outdoor,73407,94308,14,2026-09-26,5,18.498358,73.68511,1,1,1,1,1,0,1,0,Medium
Political Rally,Night,1253089,Outdoor,795977,501235,3,2026-04-23,25,19.415209,73.36172,0,1,0,0,1,0,1,0,High
Sports Match,Afternoon,5368,Outdoor,13774,37265,45,2026-04-24,5,19.404235,73.398013,0,0,0,1,0,0,0,0,Low
Sports Match,Afternoon,51439,Outdoor,55848,94419,11,2026-04-15,6,19.474205,72.741605,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,77336,Outdoor,84460,120927,16,2026-09-14,8,18.573379,72.846091,0,1,0,1,1,0,1,0,Medium
Major Concert,Morning,13686,Indoor,15054,15054,2,2026-09-28,6,19.241147,73.077158,1,1,1,0,0,0,1,1,High
Sports Match,Night,3913,Outdoor,8179,21535,27,2026-07-28,5,19.132423,73.776454,0,0,0,1,0,0,0,0,Low
Private Function,Evening,1177,Outdoor,3377,7319,11,2026-05-21,2,18.141451,73.203031,0,0,0,0,0,0,1,0,Low
Major Concert,Night,17041,Indoor,18745,18745,2,2026-08-05,5,18.97935,73.667406,1,1,1,1,0,0,1,1,High
Sports Match,Afternoon,8189,Outdoor,24098,73773,80,2026-04-18,6,19.045947,73.987242,0,0,0,1,0,0,1,0,Low
Private Function,Afternoon,1089,Indoor,2189,7477,7,2026-06-29,3,18.990613,72.606609,0,0,0,0,0,0,1,0,Low
Private Function,Morning,307,Outdoor,510,1906,3,2026-07-06,6,18.423588,73.172124,0,0,0,0,0,0,0,0,Low
Sports Match,Evening,6976,Outdoor,20109,51642,67,2026-07-13,2,18.687234,73.748432,0,0,0,1,0,0,1,0,Low
Major Concert,Afternoon,12352,Indoor,13587,13587,2,2026-09-07,4,19.017395,73.568166,1,1,1,1,0,0,1,1,High
Major Concert,Afternoon,36240,Indoor,36632,48966,7,2026-09-09,5,18.254651,73.185412,0,1,1,1,1,0,1,1,Medium
Political Rally,Morning,10977,Indoor,13064,18214,4,2026-07-30,4,18.292775,73.124493,0,1,0,1,0,0,1,0,High
Mega Religious Gathering,Evening,656303,Outdoor,500648,262521,2,2026-06-24,40,19.075916,73.668354,0,1,0,1,0,1,1,0,High
Major Concert,Morning,54676,Outdoor,55616,105320,11,2026-08-17,3,18.484993,73.661326,0,1,1,1,1,0,1,1,Medium
Sports Match,Morning,31467,Indoor,33724,66084,6,2026-04-24,4,18.599309,73.303032,0,1,0,1,1,0,1,0,Low
Sports Match,Night,31668,Indoor,33301,60082,6,2026-05-09,6,18.078559,73.92835,0,1,0,1,1,0,1,0,Medium
Protest/March,Afternoon,309386,Outdoor,309386,464079,0,2026-04-22,5,18.295938,73.632114,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,11902,Indoor,13092,13092,2,2026-06-08,4,18.058863,72.694126,1,1,0,1,0,0,1,1,High
Mega Religious Gathering,Afternoon,1078118,Outdoor,814855,431247,1,2026-09-19,23,18.010874,73.743699,0,1,1,1,0,1,1,0,High
Sports Match,Evening,3982,Outdoor,11707,43752,39,2026-05-26,2,19.058954,73.182467,0,0,0,1,0,0,0,0,Low
Sports Match,Morning,5815,Outdoor,8867,25731,29,2026-08-25,6,18.691302,72.762892,0,0,0,1,0,0,1,0,Low
Sports Match,Night,6526,Outdoor,17735,42344,59,2026-09-06,6,19.128206,72.919875,0,1,0,1,0,0,1,0,Low
Political Rally,Night,49487,Indoor,55663,106932,11,2026-04-08,5,18.891895,73.275968,0,0,1,1,1,0,1,0,Medium
Sports Match,Night,69135,Indoor,75965,94855,15,2026-07-20,6,18.356205,72.583735,0,1,1,1,1,0,1,0,Medium
Sports Match,Night,28281,Outdoor,29781,40274,5,2026-04-09,5,18.185109,73.152772,0,1,0,1,0,0,1,0,Medium
Private Function,Evening,761,Indoor,1489,5205,4,2026-08-19,5,18.880268,73.077024,0,1,0,0,0,0,1,0,Low
Protest/March,Morning,471505,Outdoor,471505,707257,0,2026-09-22,10,18.519845,73.261759,0,0,1,1,0,1,1,0,High
Protest/March,Evening,385276,Outdoor,385276,577914,0,2026-04-18,5,18.595915,73.683236,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,67943,Indoor,78559,156183,15,2026-05-27,6,18.465033,73.134227,0,0,1,1,1,0,1,0,Medium
Sports Match,Night,7387,Outdoor,18189,57375,60,2026-07-11,3,18.000284,72.880134,0,0,0,1,0,0,0,0,Medium
Sports Match,Night,16390,Outdoor,18886,32323,4,2026-06-26,8,18.257436,73.540304,0,1,1,1,0,0,1,0,Medium
Sports Match,Evening,73662,Outdoor,83919,114107,16,2026-05-16,6,19.05225,73.379221,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,4360,Outdoor,9813,34657,32,2026-04-03,3,18.156591,73.608555,0,1,0,1,0,0,0,0,Low
Political Rally,Evening,553276,Outdoor,470972,221310,2,2026-07-27,56,19.470983,73.534198,0,1,0,1,1,0,1,0,High
Sports Match,Evening,5471,Outdoor,14679,50647,48,2026-06-22,5,18.026296,73.869031,0,1,0,1,0,0,1,0,Low
Major Concert,Evening,41125,Outdoor,45244,65441,9,2026-09-05,4,18.263642,73.834152,0,1,1,1,1,0,1,1,Medium
Private Function,Morning,1214,Indoor,2781,9176,9,2026-09-19,3,18.858649,73.743027,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Night,2456888,Outdoor,2202149,982755,2,2026-09-04,51,19.135642,73.820632,0,1,1,1,0,1,1,0,High
Protest/March,Evening,102594,Outdoor,102594,153891,0,2026-07-21,6,18.449877,73.580204,0,0,1,1,0,1,1,0,High
Major Concert,Evening,17184,Indoor,18902,18902,2,2026-04-25,6,18.040512,73.135643,1,1,0,1,0,0,1,1,High
Sports Match,Morning,8522,Outdoor,19643,45801,65,2026-05-09,2,19.246959,72.760363,0,0,0,1,0,0,0,0,Low
Sports Match,Evening,7479,Outdoor,15295,33795,50,2026-08-23,3,18.134301,73.614865,0,0,0,1,0,0,1,0,Low
Sports Match,Night,48727,Outdoor,55191,89241,11,2026-05-11,8,18.263186,73.674594,0,0,1,1,1,0,1,0,Medium
Protest/March,Morning,340405,Outdoor,340405,510607,0,2026-09-03,9,18.550631,73.625841,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,44491,Indoor,50525,73519,10,2026-04-11,3,19.313369,73.571096,0,1,0,1,1,0,1,1,Medium
Sports Match,Morning,77975,Outdoor,87521,158099,17,2026-08-19,6,19.371728,72.844029,0,0,0,1,1,0,1,0,Medium
Political Rally,Morning,29636,Outdoor,30186,40554,6,2026-09-12,4,18.288138,73.430449,0,0,1,1,0,0,1,0,Medium
Political Rally,Morning,58917,Indoor,69529,125192,13,2026-05-25,3,18.023992,73.871006,0,1,1,1,1,0,1,0,Medium
Private Function,Night,446,Indoor,835,3213,3,2026-08-20,2,18.477702,72.811697,0,0,0,0,0,0,1,0,Low
Private Function,Night,569,Outdoor,1556,5832,5,2026-08-06,2,18.77311,73.136778,0,0,0,0,0,0,1,0,Low
Protest/March,Evening,361278,Outdoor,361278,541917,0,2026-08-05,5,18.017619,73.006785,0,0,1,1,0,1,1,0,High
Private Function,Night,413,Outdoor,1159,2991,3,2026-09-22,3,18.834698,73.123449,0,1,0,0,0,0,0,0,Low
Private Function,Night,1188,Outdoor,3514,8401,11,2026-07-15,6,18.060951,73.017504,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,13533,Indoor,13834,18411,4,2026-08-21,7,18.367201,73.924775,0,0,1,1,0,0,1,1,Medium
Major Concert,Night,30642,Indoor,34853,47591,6,2026-07-18,4,18.512234,73.615407,0,1,1,1,1,0,1,1,Medium
Protest/March,Evening,452930,Outdoor,452930,679395,0,2026-06-27,7,19.400559,73.168425,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,6479,Outdoor,16042,35248,53,2026-05-08,5,19.351106,73.24502,0,0,0,1,0,0,0,0,Low
Protest/March,Night,125639,Outdoor,125639,188458,0,2026-04-15,4,19.003928,73.953594,0,0,1,1,0,1,1,0,High
Political Rally,Morning,2030433,Outdoor,1813281,812173,3,2026-06-10,17,18.76411,72.752746,0,1,0,1,1,0,1,0,High
Private Function,Afternoon,1290,Outdoor,3675,13549,12,2026-06-05,3,19.385954,73.283625,0,1,0,0,0,0,0,0,Low
Political Rally,Evening,58319,Indoor,63115,76960,12,2026-07-28,4,18.229473,73.099768,0,0,1,1,1,0,1,0,Medium
Private Function,Night,1456,Outdoor,3409,9287,11,2026-08-29,2,18.837866,72.559422,0,1,0,0,0,0,0,0,Low
Sports Match,Morning,53577,Indoor,62149,115478,12,2026-07-13,5,18.426581,73.300804,0,1,1,1,1,0,1,0,Medium
Major Concert,Night,55343,Outdoor,64989,90531,12,2026-08-10,7,18.579086,73.705852,0,1,0,1,1,0,1,1,Medium
Protest/March,Night,373856,Outdoor,373856,560784,0,2026-04-12,7,19.089485,72.702149,0,0,1,1,0,1,1,0,High
Political Rally,Night,71283,Outdoor,77964,120048,15,2026-07-05,6,19.157818,73.124208,1,1,1,1,1,0,1,0,Medium
Major Concert,Morning,40143,Outdoor,43953,85556,8,2026-07-18,3,18.76201,73.10284,0,1,1,1,1,0,1,1,Medium
Mega Religious Gathering,Afternoon,594187,Outdoor,521639,237674,3,2026-05-27,72,18.253967,73.444867,0,1,0,1,0,1,1,0,High
Major Concert,Morning,31192,Indoor,32257,39848,6,2026-09-28,5,18.732362,72.56392,0,1,0,1,1,0,1,1,Medium
Major Concert,Night,25176,Outdoor,26603,52469,5,2026-06-19,4,18.917104,73.952964,1,1,0,1,0,0,1,1,Low
Sports Match,Night,9186,Outdoor,18602,62659,62,2026-07-27,6,18.952935,73.514185,0,0,0,1,0,0,1,0,Low
Private Function,Morning,69,Outdoor,125,499,3,2026-06-01,3,18.141153,72.998958,0,0,0,0,0,0,1,0,Low
Protest/March,Morning,115886,Outdoor,115886,173829,0,2026-07-16,5,18.920491,73.085128,0,0,1,1,0,1,1,0,High
Sports Match,Morning,9717,Outdoor,21563,56417,71,2026-05-13,3,18.675693,73.31383,0,1,0,1,0,0,0,0,Low
Protest/March,Night,327626,Outdoor,327626,491439,0,2026-05-02,9,19.09115,73.983921,0,0,1,1,0,1,1,0,High
Political Rally,Morning,1863919,Outdoor,1576145,745567,2,2026-05-29,66,18.985863,73.460972,0,1,1,1,1,0,1,0,High
Political Rally,Night,53931,Indoor,54533,68724,10,2026-05-18,3,18.704886,72.55664,0,0,1,1,1,0,1,0,Medium
Protest/March,Morning,364984,Outdoor,364984,547476,0,2026-07-08,6,19.186315,72.616443,0,0,1,1,0,1,1,0,High
Sports Match,Evening,2816,Outdoor,8015,31010,26,2026-06-01,2,18.656081,72.695635,0,0,0,1,0,0,1,0,Low
Mega Religious Gathering,Morning,694132,Outdoor,451214,277652,1,2026-05-11,61,18.200307,73.716932,0,1,0,1,0,1,1,0,High
Private Function,Afternoon,1046,Outdoor,2919,11675,9,2026-08-19,3,19.360251,73.553689,0,1,0,0,0,0,1,0,Low
Sports Match,Afternoon,2913,Outdoor,6192,22669,20,2026-07-27,3,18.789378,73.292466,0,0,0,1,0,0,1,0,Low
Mega Religious Gathering,Morning,2306943,Outdoor,1838073,922777,3,2026-08-03,12,19.105279,73.999685,0,1,1,0,0,1,1,0,High
Sports Match,Afternoon,6053,Outdoor,17367,67382,57,2026-05-06,3,18.83105,72.87346,0,0,0,1,0,0,0,0,Low
Private Function,Morning,998,Indoor,2705,8257,9,2026-07-06,5,18.801997,72.97019,0,1,0,0,0,0,0,0,Low
Political Rally,Afternoon,1802299,Outdoor,1466225,720919,2,2026-08-20,29,18.706053,72.601084,0,1,1,1,1,0,1,0,High
Major Concert,Afternoon,38971,Outdoor,39252,58188,7,2026-05-20,4,19.002676,72.813797,0,0,1,1,1,0,1,1,Medium
Sports Match,Evening,3797,Outdoor,9846,35771,32,2026-05-11,5,18.832897,73.36323,0,1,0,1,0,0,1,0,Low
Political Rally,Afternoon,67815,Indoor,81213,158402,16,2026-07-26,8,18.56559,72.935675,0,1,1,1,1,0,1,0,Medium
Sports Match,Afternoon,33499,Indoor,37243,60881,7,2026-04-18,5,18.469717,73.184038,0,1,1,1,1,0,1,0,Medium
Private Function,Afternoon,516,Indoor,1134,2306,3,2026-06-16,5,18.0655,73.010934,0,0,0,0,0,0,1,0,Low
Sports Match,Evening,64697,Indoor,76168,118269,15,2026-06-01,3,18.91655,73.452737,0,1,0,1,1,0,1,0,Medium
Political Rally,Evening,2299987,Outdoor,1955625,919994,3,2026-05-03,17,18.514794,72.568699,0,1,1,0,1,0,1,0,High
Mega Religious Gathering,Evening,851740,Outdoor,586615,340696,3,2026-04-26,42,18.486723,72.949132,0,1,1,1,0,1,1,0,High
Protest/March,Night,424105,Outdoor,424105,636157,0,2026-06-11,6,19.42898,73.446127,0,0,1,1,0,1,1,0,High
Sports Match,Night,8224,Outdoor,24608,63659,82,2026-08-25,6,19.066469,73.015171,0,0,0,1,0,0,1,0,Low
Protest/March,Afternoon,129813,Outdoor,129813,194719,0,2026-05-14,8,18.20579,72.979173,0,0,1,1,0,1,1,0,High
Protest/March,Evening,170497,Outdoor,170497,255745,0,2026-09-25,9,18.619026,72.74963,0,0,1,1,0,1,1,0,Medium
Private Function,Morning,1284,Outdoor,2257,9000,7,2026-06-29,3,18.986265,72.865996,0,1,0,0,0,0,1,0,Low
Major Concert,Afternoon,43702,Outdoor,50588,71129,10,2026-04-29,5,19.267581,73.067254,1,0,1,1,1,0,1,1,Medium
Protest/March,Afternoon,173466,Outdoor,173466,260199,0,2026-08-26,10,19.456609,72.993694,0,0,1,1,0,1,1,0,High
Protest/March,Evening,368328,Outdoor,368328,552492,0,2026-06-11,5,18.268831,73.83447,0,0,1,1,0,1,1,0,High
Major Concert,Morning,34716,Outdoor,35352,57613,7,2026-08-18,6,18.853115,72.664111,0,1,1,1,1,0,1,1,Medium
Private Function,Evening,222,Outdoor,455,1150,3,2026-04-23,4,18.832522,72.96779,0,0,0,0,0,0,0,0,Low
Sports Match,Afternoon,2274,Outdoor,5179,19491,17,2026-06-19,2,18.754547,73.078133,0,0,0,1,0,0,0,0,Low
Sports Match,Night,7760,Outdoor,21916,45724,73,2026-05-11,2,18.898145,72.972347,0,0,0,1,0,0,0,0,Low
Protest/March,Night,369403,Outdoor,369403,554104,0,2026-06-23,7,18.877762,73.41045,0,0,1,1,0,1,1,0,High
Private Function,Night,483,Indoor,779,2499,3,2026-07-24,5,18.573114,73.463785,0,0,0,0,0,0,0,0,Low
Political Rally,Afternoon,26905,Outdoor,31661,57584,6,2026-04-06,5,18.910519,72.684966,0,1,0,1,0,0,1,0,Medium
Major Concert,Morning,44937,Outdoor,45225,89935,9,2026-07-15,7,18.433439,72.624368,1,1,1,1,1,0,1,1,High
Mega Religious Gathering,Evening,2095771,Outdoor,1853252,838308,3,2026-06-24,22,18.912845,72.628342,0,1,1,1,0,1,1,0,High
Major Concert,Morning,76811,Outdoor,90927,118649,18,2026-09-10,5,18.277637,72.510082,1,1,0,1,1,0,1,1,Medium
Major Concert,Morning,28716,Indoor,33413,45874,6,2026-07-19,7,19.241032,72.614805,0,0,1,1,0,0,1,1,Medium
Private Function,Afternoon,776,Outdoor,2008,6043,6,2026-06-18,2,18.084447,72.651746,0,0,0,0,0,0,1,0,Low
Protest/March,Night,280114,Outdoor,280114,420171,0,2026-09-23,8,19.296016,72.837669,0,0,1,1,0,1,1,0,High
Political Rally,Night,29751,Indoor,31869,60879,6,2026-07-06,6,18.507055,72.78488,0,1,0,1,0,0,1,0,Medium
Protest/March,Afternoon,108179,Outdoor,108179,162268,0,2026-05-24,9,19.011862,72.579294,0,0,1,1,0,1,1,0,High
Major Concert,Morning,65906,Outdoor,69590,91019,13,2026-08-14,5,18.417243,73.623536,1,1,1,1,1,0,1,1,Medium
Private Function,Evening,797,Outdoor,1936,6579,6,2026-07-15,6,18.14917,73.706233,0,0,0,0,0,0,0,0,Low
Political Rally,Night,69611,Indoor,79831,105071,15,2026-07-25,3,18.664754,73.181223,0,1,1,1,1,0,1,0,Medium
Sports Match,Evening,8557,Outdoor,21438,67642,71,2026-04-21,6,18.857504,73.278015,0,0,0,1,0,0,0,0,Low
Private Function,Afternoon,1112,Outdoor,2555,5768,8,2026-04-07,5,18.266178,73.547863,0,0,0,0,0,0,0,0,Low
Sports Match,Night,44147,Outdoor,45091,78872,9,2026-05-20,7,18.989144,73.258416,1,1,1,1,1,0,1,0,Medium
Major Concert,Afternoon,10628,Indoor,11690,11690,2,2026-04-17,4,18.039144,73.669219,1,1,1,0,0,0,1,1,High
Sports Match,Morning,3401,Outdoor,9770,23754,32,2026-06-07,5,18.008433,73.200883,0,0,0,1,0,0,1,0,Medium
Sports Match,Morning,1419,Outdoor,3355,8578,11,2026-07-26,5,18.696844,72.876431,0,0,0,1,0,0,1,0,Low
Protest/March,Night,417628,Outdoor,417628,626442,0,2026-08-06,9,19.40695,73.335407,0,0,1,1,0,1,1,0,High
Political Rally,Evening,1324611,Outdoor,861828,529844,1,2026-05-10,33,18.719011,73.807942,0,1,1,1,1,0,1,0,High
Private Function,Night,342,Indoor,757,1920,3,2026-04-13,3,18.445019,73.777501,0,1,0,0,0,0,0,0,Low
Protest/March,Night,253770,Outdoor,253770,380655,0,2026-07-25,5,18.910675,72.546616,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,620,Indoor,1369,4842,4,2026-05-06,4,18.996607,72.552569,0,0,0,0,0,0,1,0,Low
Protest/March,Afternoon,389997,Outdoor,389997,584995,0,2026-05-25,7,19.296576,72.877333,0,0,1,1,0,1,1,0,High
Sports Match,Evening,77413,Outdoor,85266,123069,17,2026-05-20,3,18.859714,72.851184,1,1,0,1,1,0,1,0,Medium
Sports Match,Afternoon,9111,Outdoor,18748,46012,62,2026-06-13,2,18.528068,73.866139,0,0,0,1,0,0,1,0,Low
Protest/March,Morning,282996,Outdoor,282996,424494,0,2026-08-24,4,18.517829,73.583039,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,50531,Outdoor,51347,82939,10,2026-06-07,4,18.992765,73.402604,1,1,1,1,1,0,1,0,Medium
Major Concert,Night,44796,Indoor,51343,95905,10,2026-04-25,8,18.927769,73.274524,0,1,0,1,1,0,1,1,Medium
Major Concert,Evening,12380,Indoor,13618,13618,2,2026-04-15,3,18.641128,73.762445,1,1,1,1,0,0,1,1,High
Mega Religious Gathering,Morning,521483,Outdoor,333743,208593,3,2026-06-04,15,19.25962,72.730386,0,1,1,1,0,1,1,0,High
Sports Match,Night,32617,Indoor,34823,64845,6,2026-09-11,8,18.899581,73.850553,0,0,1,1,1,0,1,0,Medium
Private Function,Evening,184,Indoor,308,1065,3,2026-06-09,6,19.104681,72.732632,0,0,0,0,0,0,0,0,Low
Political Rally,Morning,42913,Outdoor,47024,67969,9,2026-09-17,5,18.68078,73.372446,1,0,0,1,1,0,1,0,Medium
Private Function,Morning,562,Outdoor,1372,4321,4,2026-08-08,3,18.68017,73.793477,0,0,0,0,0,0,0,0,Low
Major Concert,Evening,11518,Indoor,12669,12669,2,2026-06-25,4,18.321478,73.635724,1,1,1,1,0,0,1,1,High
Major Concert,Evening,54545,Outdoor,60939,103973,12,2026-09-04,4,18.257716,73.9641,1,1,1,1,1,0,1,1,Medium
Protest/March,Morning,274823,Outdoor,274823,412234,0,2026-05-30,5,18.38347,73.381216,0,0,1,1,0,1,1,0,High
Major Concert,Morning,30930,Indoor,35949,68657,7,2026-05-01,8,18.720827,73.423548,0,1,1,1,1,0,1,1,Medium
